event_id,event_type,event_ts,trip_id,trip_publish_ts,trip_departure_ts,departure_city,destination_city,driver_id,driver_name,passenger_id,passenger_name,price_per_seat,seats_total,seats_change,reservation_id,reservation_status
EVTCMCSUB3A54,reservation_created,2025-06-06 21:05:17,TRP2410,2025-06-06 05:25:00,2025-06-11 05:25:00,Sousse,Gafsa,DRV0057,Sami Bouazizi,PAS0422,Ahmed Khelifi,25.4,3,1,RSV0N951CCZMC,active
EVTP5O3XT083R,trip_published,2025-06-06 21:10:00,TRP0298,2025-06-06 21:10:00,2025-06-21 08:10:00,Tunis,Kairouan,DRV0014,Mouna Bouslama,,,10.1,4,0,,
EVT4853FH1FVT,reservation_created,2025-06-06 21:51:18,TRP1801,2025-06-03 20:35:00,2025-06-15 06:35:00,Kebili,Tozeur,DRV0008,Youssef Karray,PAS0440,Ahmed Souissi,18.8,3,1,RSVGPZ6NSZQ8M,active
EVTA21E5J7O6R,reservation_created,2025-06-06 23:00:41,TRP0036,2025-05-25 12:15:00,2025-06-07 12:15:00,Nabeul,Kairouan,DRV0011,Bilel Jebali,PAS0489,Ameni Jebali,12.3,4,1,RSVBIL8B5L9JP,active
EVTXQWWFB4LUX,trip_published,2025-06-06 23:10:00,TRP2287,2025-06-06 23:10:00,2025-06-22 03:10:00,Jendouba,Beja,DRV0045,Nour Mansouri,,,14.3,4,0,,
EVTGOI1UAFZPZ,reservation_created,2025-06-06 23:12:44,TRP1883,2025-06-02 09:45:00,2025-06-15 18:45:00,Bizerte,Sousse,DRV0002,Youssef Hammami,PAS0023,Ines Chaabane,17.6,3,1,RSVRY23NHOM4E,active
EVTVTJW03HJNA,reservation_cancelled,2025-06-06 23:40:54,TRP1689,2025-05-30 04:10:00,2025-06-07 12:10:00,Mahdia,Ariana,DRV0017,Ameni Kouki m,PAS0024,Skander Dali,19.5,4,-1,RSVRAZM66YT6K,cancelled
EVT1YP6E9KGY2,trip_published,2025-06-07 00:25:00,TRP2194,2025-06-07 00:25:00,2025-06-15 08:25:00,Hammamet,Kebili,DRV0001,Aziz Khelifi,,,18.9,3,0,,
EVTI63KYUCT1P,reservation_created,2025-06-07 00:40:46,TRP2026,2025-05-28 16:05:00,2025-06-13 23:05:00,Ben Arous,Kairouan,DRV0027,Ahmed Ferjani,PAS0072,Ahmed Ben Youssef,20.3,4,1,RSVBS7KCTVR2E,active
EVT7W2VATUN1V,trip_published,2025-06-07 00:50:00,TRP1601,2025-06-07 00:50:00,2025-06-10 03:50:00,Tunis,Beja,DRV0044,Wassim Mansouri,,,13.3,4,0,,
EVTX5BGAVHI6T,trip_published,2025-06-07 02:00:00,TRP1929,2025-06-07 02:00:00,2025-06-17 10:00:00,Gafsa,Nabeul,DRV0048,Ilyes Bouslama,,,27.6,4,0,,
EVTG1TJZV7KF7,reservation_created,2025-06-07 02:37:51,TRP1322,2025-06-05 18:40:00,2025-06-09 23:40:00,Jendouba,Hammamet,DRV0005,Aziz Khelifi,PAS0414,Aziz Bouazizi,21.7,2,1,RSVLV138ORICZ,active
EVT9BEF1EFZMR,reservation_created,2025-06-07 03:37:37,TRP0829,2025-06-02 20:50:00,2025-06-10 08:50:00,Monastir,Hammamet,DRV0014,Mouna Bouslama,PAS0063,Rim Karray,11.7,2,1,RSV9CPFI0KNS0,active
EVTJPMUL7Z66F,reservation_created,2025-06-07 04:00:10,TRP0268,2025-06-06 16:45:00,2025-06-09 18:45:00,Gabes,Manouba,DRV0021,Sami Ben Ali,PAS0444,Aziz Zouari,29.6,2,1,RSVLHI9F5IIWH,active
EVTEYBGRI8O5F,reservation_created,2025-06-07 04:03:29,TRP2194,2025-06-07 00:25:00,2025-06-15 08:25:00,Hammamet,Kebili,DRV0001,Aziz Khelifi,PAS0411,Sami Souissi,18.9,3,1,RSV53YSC8EN8K,active
EVT7X32EUH5PR,reservation_created,2025-06-07 04:06:27,TRP0117,2025-05-23 08:45:00,2025-06-08 12:45:00,Tunis,Ben Arous,DRV0003,Asma Karray,PAS0499,Mehdi Khelifi,12.1,3,1,RSVUUFABV94IY,active
EVTGI9UOLGLD7,reservation_created,2025-06-07 04:10:13,TRP0117,2025-05-23 08:45:00,2025-06-08 12:45:00,Tunis,Ben Arous,DRV0003,Asma Karray,PAS0322,Ameni Bouslama,12.1,3,1,RSVUVZB365TYA,active
EVT4JLO3XFXWX,reservation_created,2025-06-07 07:10:22,TRP2081,2025-06-03 16:15:00,2025-06-21 18:15:00,Sousse,Ariana,DRV0043,Nour Ben Youssef,PAS0259,Ilyes Masmoudi,16.0,3,1,RSVKI9U6P77GZ,active
EVTXD96K45TXT,reservation_created,2025-06-07 07:17:58,TRP0268,2025-06-06 16:45:00,2025-06-09 18:45:00,Gabes,Manouba,DRV0021,Sami Ben Ali,PAS0113,Sami Ferjani,29.6,2,1,RSVXFWVWI9FL3,active
EVTD4P662XQF8,reservation_created,2025-06-07 08:01:46,TRP0268,2025-06-06 16:45:00,2025-06-09 18:45:00,Gabes,Manouba,DRV0021,Sami Ben Ali,PAS0109,Sarra Bouazizi,29.6,2,1,RSVE54IBTH076,active
EVTMSB2535C7O,reservation_cancelled,2025-06-07 08:04:44,TRP0268,2025-06-06 16:45:00,2025-06-09 18:45:00,Gabes,Manouba,DRV0021,Sami Ben Ali,PAS0113,Sami Ferjani,29.6,2,-1,RSVXFWVWI9FL3,cancelled
EVTD02BVURTOK,reservation_created,2025-06-07 09:06:48,TRP2410,2025-06-06 05:25:00,2025-06-11 05:25:00,Sousse,Gafsa,DRV0057,Sami Bouazizi,PAS0422,Ahmed Khelifi,25.4,3,1,RSVYQVCZNYRSP,active
EVTLTZON6IR53,reservation_created,2025-06-07 10:01:28,TRP1107,2025-06-02 07:40:00,2025-06-13 14:40:00,Sfax,Kairouan,DRV0045,Nour Mansouri,PAS0272,Aziz Mansouri,13.7,2,1,RSVAA4UAOLK6A,active
EVTO1H4LUWTCD,reservation_cancelled,2025-06-07 10:18:16,TRP2160,2025-06-03 21:15:00,2025-06-09 09:15:00,Nabeul,Ariana,DRV0060,Youssef Khelifi,PAS0209,Sami Hammami,6.3,4,-1,RSVBWBSBJEM6D,cancelled
EVT1XJQ38J8K0,reservation_created,2025-06-07 10:26:56,TRP0978,2025-06-02 10:35:00,2025-06-09 19:35:00,Ben Arous,Monastir,DRV0031,Youssef Masmoudi,PAS0374,Skander Guezguez,6.3,4,1,RSVQFBCOLJHRB,active
EVTDLJT3UWEWS,reservation_created,2025-06-07 10:53:50,TRP0017,2025-05-31 05:30:00,2025-06-13 14:30:00,Djerba,Sousse,DRV0030,Bilel Chaabane,PAS0420,Youssef Bouazizi,20.3,3,2,RSVCQLXXGV6W0,active
EVTWJ9ZQ9H6VR,reservation_created,2025-06-07 10:55:12,TRP0704,2025-06-05 05:40:00,2025-06-08 13:40:00,Nabeul,Gabes,DRV0019,Skander Kouki m,PAS0411,Sami Souissi,16.4,3,1,RSVAZDWIJJ7IF,active
EVTO6L8Q7RTBK,reservation_created,2025-06-07 11:51:34,TRP0722,2025-06-05 21:10:00,2025-06-25 07:10:00,Monastir,Bizerte,DRV0015,Asma Ben Ali,PAS0071,Skander Khelifi,18.2,2,1,RSVQHN4553TC3,active
EVTRG74476WTK,reservation_created,2025-06-07 13:17:21,TRP2336,2025-06-03 06:35:00,2025-06-08 17:35:00,Ben Arous,Nabeul,DRV0057,Sami Bouazizi,PAS0294,Wassim Souissi,7.3,4,1,RSVBICHMD14ER,active
EVT46OS0KTOF0,reservation_created,2025-06-07 13:59:38,TRP1354,2025-06-04 03:15:00,2025-06-14 07:15:00,Sousse,Beja,DRV0037,Aziz Guezguez,PAS0406,Nour Ferjani,20.2,4,1,RSVJZCW4HORAX,active
EVTKO6WRRMJ1H,reservation_created,2025-06-07 14:05:50,TRP1322,2025-06-05 18:40:00,2025-06-09 23:40:00,Jendouba,Hammamet,DRV0005,Aziz Khelifi,PAS0414,Aziz Bouazizi,21.7,2,1,RSVMJUDLVKUPY,active
EVT2LEA626OBS,reservation_created,2025-06-07 14:33:27,TRP1193,2025-06-04 18:20:00,2025-06-07 18:20:00,Kebili,Sfax,DRV0035,Youssef Guezguez,PAS0110,Skander Souissi,17.2,3,1,RSVDLKYOFMBQ7,active
EVT7W218GAVFX,reservation_created,2025-06-07 16:28:26,TRP0117,2025-05-23 08:45:00,2025-06-08 12:45:00,Tunis,Ben Arous,DRV0003,Asma Karray,PAS0337,Hedi Dali,12.1,3,1,RSVLVIHN20BWD,active
EVTM72ZKEOCEC,trip_published,2025-06-07 17:00:00,TRP1749,2025-06-07 17:00:00,2025-06-20 00:00:00,Tunis,Sfax,DRV0041,Eya Bouazizi,,,12.7,3,0,,
EVTJBPOB9ORIU,reservation_created,2025-06-07 17:41:10,TRP2160,2025-06-03 21:15:00,2025-06-09 09:15:00,Nabeul,Ariana,DRV0060,Youssef Khelifi,PAS0148,Mehdi Mansouri,6.3,4,1,RSV5LLE12EN8Y,active
EVTO1CE7B5YUF,reservation_created,2025-06-07 18:37:49,TRP0298,2025-06-06 21:10:00,2025-06-21 08:10:00,Tunis,Kairouan,DRV0014,Mouna Bouslama,PAS0489,Ameni Jebali,10.1,4,1,RSVF3R2VOUQR5,active
EVT8LXSOL15M9,trip_published,2025-06-07 19:25:00,TRP0657,2025-06-07 19:25:00,2025-06-16 07:25:00,Mahdia,Kairouan,DRV0015,Asma Ben Ali,,,12.5,4,0,,
EVTRMF7GAOMTF,reservation_created,2025-06-07 20:51:42,TRP1601,2025-06-07 00:50:00,2025-06-10 03:50:00,Tunis,Beja,DRV0044,Wassim Mansouri,PAS0283,Mehdi Trabelsi,13.3,4,1,RSV25B1VD7UMA,active
EVTUCY8RA8DUA,reservation_created,2025-06-07 21:47:54,TRP1601,2025-06-07 00:50:00,2025-06-10 03:50:00,Tunis,Beja,DRV0044,Wassim Mansouri,PAS0098,Ilyes Karray,13.3,4,1,RSVUVDGUG9KXL,active
EVTYMSFNOX5PT,reservation_created,2025-06-07 21:58:52,TRP1796,2025-05-29 00:40:00,2025-06-18 03:40:00,Tunis,Ben Arous,DRV0046,Youssef Masmoudi,PAS0036,Eya Bouazizi,11.4,3,1,RSV3ZFU9NOGJ1,active
EVTWPKB4XB78L,reservation_created,2025-06-07 23:25:02,TRP0978,2025-06-02 10:35:00,2025-06-09 19:35:00,Ben Arous,Monastir,DRV0031,Youssef Masmoudi,PAS0214,Eya Zouari,6.3,4,1,RSVGXMNNTQAD3,active
EVTYS5TRPM3P5,reservation_cancelled,2025-06-07 23:40:55,TRP0704,2025-06-05 05:40:00,2025-06-08 13:40:00,Nabeul,Gabes,DRV0019,Skander Kouki m,PAS0122,Mehdi Trabelsi,16.4,3,-1,RSVVT876KUOQ0,cancelled
EVTL4AT6TOEZ1,reservation_cancelled,2025-06-08 00:12:48,TRP0117,2025-05-23 08:45:00,2025-06-08 12:45:00,Tunis,Ben Arous,DRV0003,Asma Karray,PAS0081,Youssef Kouki m,12.1,3,-1,RSVWHSTRYP003,cancelled
EVTQCRZEUCTQP,reservation_created,2025-06-08 01:28:13,TRP1187,2025-06-04 06:00:00,2025-06-21 07:00:00,Tunis,Tozeur,DRV0006,Mouna Kouki m,PAS0468,Mariem Guezguez,11.8,3,1,RSVN7XPMAEW4T,active
EVTFD5OQC5CQQ,reservation_cancelled,2025-06-08 01:32:07,TRP0117,2025-05-23 08:45:00,2025-06-08 12:45:00,Tunis,Ben Arous,DRV0003,Asma Karray,PAS0337,Hedi Dali,12.1,3,-1,RSVLVIHN20BWD,cancelled
EVTV21NDCS1UY,reservation_created,2025-06-08 01:56:19,TRP0064,2025-06-05 18:50:00,2025-06-17 03:50:00,Sfax,Tozeur,DRV0021,Sami Ben Ali,PAS0050,Asma Bouslama,13.6,2,1,RSV8QM76287FD,active
EVT86XJXX3DPX,reservation_created,2025-06-08 02:07:47,TRP0017,2025-05-31 05:30:00,2025-06-13 14:30:00,Djerba,Sousse,DRV0030,Bilel Chaabane,PAS0356,Eya Ben Ali,20.3,3,1,RSVMDV107M4SQ,active
EVTUQ648JFLTL,reservation_created,2025-06-08 02:21:41,TRP1413,2025-06-05 19:50:00,2025-06-18 22:50:00,Gafsa,Zarzis,DRV0003,Asma Karray,PAS0178,Youssef Chaabane,16.6,2,1,RSVX7I0A4UIX3,active
EVTGW2MOW4BUZ,reservation_created,2025-06-08 02:52:10,TRP1817,2025-06-05 09:00:00,2025-06-15 13:00:00,Mahdia,Gabes,DRV0030,Bilel Chaabane,PAS0433,Rim Gharbi,26.1,3,1,RSVDCCML8TJ7C,active
EVTUAY6UFX6GL,reservation_created,2025-06-08 03:01:25,TRP0657,2025-06-07 19:25:00,2025-06-16 07:25:00,Mahdia,Kairouan,DRV0015,Asma Ben Ali,PAS0113,Sami Ferjani,12.5,4,1,RSVWQFXNM4YO6,active
EVTLC2WS2VDE8,reservation_created,2025-06-08 03:11:56,TRP0907,2025-06-01 08:35:00,2025-06-14 13:35:00,Jendouba,Gabes,DRV0015,Asma Ben Ali,PAS0313,Mouna Ben Ali,5.8,3,2,RSVMZFK93IL7B,active
EVT42KQCFCHAO,trip_published,2025-06-08 04:10:00,TRP0448,2025-06-08 04:10:00,2025-06-16 08:10:00,Sfax,Mahdia,DRV0042,Hedi Bouazizi,,,7.4,2,0,,
EVTLVQGEXP8WY,reservation_created,2025-06-08 04:28:28,TRP1817,2025-06-05 09:00:00,2025-06-15 13:00:00,Mahdia,Gabes,DRV0030,Bilel Chaabane,PAS0365,Eya Mansouri,26.1,3,1,RSVE7TF3U18MP,active
EVTU6LVG8L9CH,reservation_created,2025-06-08 06:25:14,TRP1027,2025-06-03 08:50:00,2025-06-19 19:50:00,Gafsa,Nabeul,DRV0053,Khalil Khelifi,PAS0254,Hedi Ferjani,23.4,2,1,RSVVLZQG5GJDE,active
EVTIJG30K61OV,reservation_created,2025-06-08 07:08:13,TRP2510,2025-05-30 19:55:00,2025-06-21 03:55:00,Tozeur,Gafsa,DRV0006,Mouna Kouki m,PAS0031,Eya Kouki m,5.9,3,2,RSVCM8RMUILSB,active
EVT3G0OQ0DQ1F,reservation_created,2025-06-08 07:10:11,TRP1801,2025-06-03 20:35:00,2025-06-15 06:35:00,Kebili,Tozeur,DRV0008,Youssef Karray,PAS0112,Ameni Ferjani,18.8,3,1,RSVMQF0AVO8HA,active
EVTUO5NYMMFUQ,trip_published,2025-06-08 08:05:00,TRP1106,2025-06-08 08:05:00,2025-06-14 19:05:00,Zarzis,Sousse,DRV0017,Ameni Kouki m,,,21.4,2,0,,
EVTMVPGOCS1DV,reservation_created,2025-06-08 08:43:46,TRP1120,2025-06-06 09:25:00,2025-06-25 19:25:00,Tozeur,Beja,DRV0042,Hedi Bouazizi,PAS0201,Rim Khelifi,19.0,4,1,RSV1XBH73QBZW,active
EVTV445DWGN2O,reservation_created,2025-06-08 09:08:59,TRP1018,2025-06-05 06:20:00,2025-06-11 18:20:00,Zarzis,Djerba,DRV0047,Hedi Karray,PAS0295,Nour Ferjani,9.3,4,1,RSVNVWMSLUOX6,active
EVTX4FACIXLER,reservation_created,2025-06-08 09:19:28,TRP0345,2025-05-29 08:20:00,2025-06-11 10:20:00,Djerba,Gabes,DRV0049,Sarra Bouslama,PAS0005,Asma Ben Ali,12.9,4,1,RSVIKOMWJBRY2,active
EVTRWC4XX8Q21,reservation_created,2025-06-08 09:35:03,TRP0722,2025-06-05 21:10:00,2025-06-25 07:10:00,Monastir,Bizerte,DRV0015,Asma Ben Ali,PAS0234,Asma Guezguez,18.2,2,1,RSVEIPYIJJ0UL,active
EVTX14T8TSHCU,trip_published,2025-06-08 12:15:00,TRP2006,2025-06-08 12:15:00,2025-06-27 17:15:00,Gabes,Sousse,DRV0058,Ines Souissi,,,25.2,3,0,,
EVTAVFAMFOMRB,reservation_created,2025-06-08 14:01:05,TRP0309,2025-06-05 23:35:00,2025-06-10 09:35:00,Ben Arous,Gabes,DRV0050,Wassim Dali,PAS0491,Eya Zouari,25.2,3,1,RSVJ4V1ZLP4XK,active
EVT39DF8F8KWD,reservation_created,2025-06-08 14:06:14,TRP1801,2025-06-03 20:35:00,2025-06-15 06:35:00,Kebili,Tozeur,DRV0008,Youssef Karray,PAS0221,Wassim Ferjani,18.8,3,1,RSV7ILHMOFC4J,active
EVT0G2VORFSL0,trip_published,2025-06-08 16:15:00,TRP2158,2025-06-08 16:15:00,2025-06-22 01:15:00,Nabeul,Kebili,DRV0043,Nour Ben Youssef,,,24.3,3,0,,
EVTG2AWGQB10N,reservation_created,2025-06-08 16:44:33,TRP1385,2025-05-20 12:00:00,2025-06-10 17:00:00,Jendouba,Kebili,DRV0002,Youssef Hammami,PAS0500,Sarra Ben Youssef,17.8,3,2,RSV7DYYPSH6AI,active
EVT7JIQWB7YGH,trip_published,2025-06-08 17:45:00,TRP2409,2025-06-08 17:45:00,2025-06-14 17:45:00,Zarzis,Ariana,DRV0056,Ilyes Khelifi,,,34.8,3,0,,
EVTTXQHU1JPU3,reservation_created,2025-06-08 18:07:57,TRP2510,2025-05-30 19:55:00,2025-06-21 03:55:00,Tozeur,Gafsa,DRV0006,Mouna Kouki m,PAS0113,Sami Ferjani,5.9,3,1,RSVGQ5G7MMOG5,active
EVTK2LALXRKUO,trip_published,2025-06-08 18:30:00,TRP1250,2025-06-08 18:30:00,2025-06-17 19:30:00,Mahdia,Gabes,DRV0044,Wassim Mansouri,,,29.7,4,0,,
EVTJQY4AH2RXV,reservation_created,2025-06-08 18:45:59,TRP1359,2025-06-06 01:40:00,2025-06-26 08:40:00,Mahdia,Nabeul,DRV0005,Aziz Khelifi,PAS0109,Sarra Bouazizi,12.7,3,1,RSV8LZ1D23872,active
EVTYU5O9TBGET,reservation_created,2025-06-08 19:24:42,TRP2410,2025-06-06 05:25:00,2025-06-11 05:25:00,Sousse,Gafsa,DRV0057,Sami Bouazizi,PAS0398,Ilyes Ferjani,25.4,3,1,RSVV1U8KE3PLK,active
EVTVSUW0MWYLL,reservation_created,2025-06-08 19:48:02,TRP2158,2025-06-08 16:15:00,2025-06-22 01:15:00,Nabeul,Kebili,DRV0043,Nour Ben Youssef,PAS0222,Wassim Ferjani,24.3,3,1,RSV5W6IYNAVCL,active
EVTX2WW7ZYTRO,reservation_created,2025-06-08 20:39:11,TRP1385,2025-05-20 12:00:00,2025-06-10 17:00:00,Jendouba,Kebili,DRV0002,Youssef Hammami,PAS0400,Rim Saidi,17.8,3,1,RSVREGPR2H5DN,active
EVTDI0IRVO9MA,reservation_created,2025-06-08 21:30:18,TRP0309,2025-06-05 23:35:00,2025-06-10 09:35:00,Ben Arous,Gabes,DRV0050,Wassim Dali,PAS0148,Mehdi Mansouri,25.2,3,1,RSV5T76UX4KUV,active
EVTPHRE1I3M4K,reservation_created,2025-06-08 21:32:37,TRP1250,2025-06-08 18:30:00,2025-06-17 19:30:00,Mahdia,Gabes,DRV0044,Wassim Mansouri,PAS0238,Youssef Guezguez,29.7,4,1,RSVZAA0PP9GIO,active
EVTVHUUVPODGF,reservation_created,2025-06-08 22:59:23,TRP1354,2025-06-04 03:15:00,2025-06-14 07:15:00,Sousse,Beja,DRV0037,Aziz Guezguez,PAS0143,Bilel Bouazizi,20.2,4,1,RSVO3N6LO8IRA,active
EVT264R8N3A55,reservation_created,2025-06-08 23:48:57,TRP0205,2025-06-05 10:15:00,2025-06-19 19:15:00,Ben Arous,Mahdia,DRV0026,Mariem Trabelsi,PAS0287,Skander Ben Youssef,11.7,2,1,RSV59HL13TPY7,active
EVTCRX5397ORP,reservation_created,2025-06-09 01:11:41,TRP2021,2025-06-06 20:40:00,2025-06-12 07:40:00,Nabeul,Hammamet,DRV0052,Youssef Khelifi,PAS0122,Mehdi Trabelsi,11.4,3,1,RSVODKOWPB2SL,active
EVT3AFTTFEDUH,reservation_created,2025-06-09 01:22:03,TRP2081,2025-06-03 16:15:00,2025-06-21 18:15:00,Sousse,Ariana,DRV0043,Nour Ben Youssef,PAS0175,Youssef Ben Ali,16.0,3,1,RSV5AF0CYWVY7,active
EVTTX57LYQ9VJ,trip_published,2025-06-09 01:25:00,TRP1399,2025-06-09 01:25:00,2025-06-14 09:25:00,Kairouan,Mahdia,DRV0043,Nour Ben Youssef,,,17.2,3,0,,
EVTRPLKMNX6XF,reservation_created,2025-06-09 02:07:28,TRP1601,2025-06-07 00:50:00,2025-06-10 03:50:00,Tunis,Beja,DRV0044,Wassim Mansouri,PAS0446,Hedi Souissi,13.3,4,1,RSVU346SM54DD,active
EVTMCEI409TYA,reservation_created,2025-06-09 02:50:57,TRP1413,2025-06-05 19:50:00,2025-06-18 22:50:00,Gafsa,Zarzis,DRV0003,Asma Karray,PAS0151,Skander Souissi,16.6,2,1,RSV3Q8TC9N330,active
EVT3OE2DULU6I,reservation_created,2025-06-09 03:48:53,TRP1645,2025-06-02 09:00:00,2025-06-17 13:00:00,Jendouba,Kairouan,DRV0024,Mouna Dali,PAS0034,Aziz Ben Youssef,9.4,2,1,RSVHMQH8YZN3X,active
EVT0CDABYN5FO,trip_published,2025-06-09 03:55:00,TRP1500,2025-06-09 03:55:00,2025-06-23 08:55:00,Nabeul,Manouba,DRV0010,Mehdi Ben Ali,,,7.2,4,0,,
EVTQV4NT30S0V,reservation_created,2025-06-09 03:55:51,TRP0286,2025-06-04 19:20:00,2025-06-17 07:20:00,Ben Arous,Djerba,DRV0026,Mariem Trabelsi,PAS0101,Eya Ferjani,21.4,3,1,RSVQN1XOQ4NYZ,active
EVT5BR3V47ZX7,reservation_created,2025-06-09 05:09:48,TRP0859,2025-05-30 02:25:00,2025-06-11 10:25:00,Tozeur,Bizerte,DRV0052,Youssef Khelifi,PAS0120,Mehdi Bouslama,13.8,3,1,RSVHS4OV810NH,active
EVT487FD60K57,reservation_created,2025-06-09 06:58:26,TRP1120,2025-06-06 09:25:00,2025-06-25 19:25:00,Tozeur,Beja,DRV0042,Hedi Bouazizi,PAS0241,Eya Mansouri,19.0,4,1,RSV5V9M6JN8F3,active
EVTT86LYPP3FZ,reservation_created,2025-06-09 07:00:54,TRP0657,2025-06-07 19:25:00,2025-06-16 07:25:00,Mahdia,Kairouan,DRV0015,Asma Ben Ali,PAS0162,Asma Khelifi,12.5,4,2,RSVSR5BVUBXCJ,active
EVTBQZ21PN3OA,trip_published,2025-06-09 09:30:00,TRP1074,2025-06-09 09:30:00,2025-06-28 17:30:00,Ariana,Tunis,DRV0058,Ines Souissi,,,14.4,4,0,,
EVT2DF80WTH8Q,trip_published,2025-06-09 11:20:00,TRP2387,2025-06-09 11:20:00,2025-06-12 14:20:00,Kairouan,Gafsa,DRV0011,Bilel Jebali,,,15.1,4,0,,
EVT71482SGKSU,reservation_created,2025-06-09 12:21:38,TRP1500,2025-06-09 03:55:00,2025-06-23 08:55:00,Nabeul,Manouba,DRV0010,Mehdi Ben Ali,PAS0150,Ines Ben Ali,7.2,4,1,RSVVX4OTMDAWL,active
EVTBOCHVESY2Y,reservation_created,2025-06-09 13:38:40,TRP0448,2025-06-08 04:10:00,2025-06-16 08:10:00,Sfax,Mahdia,DRV0042,Hedi Bouazizi,PAS0029,Ameni Bouazizi,7.4,2,2,RSV9T81E6B390,active
EVTY9EMLMBZRK,trip_published,2025-06-09 15:10:00,TRP1065,2025-06-09 15:10:00,2025-06-28 01:10:00,Bizerte,Djerba,DRV0056,Ilyes Khelifi,,,17.0,3,0,,
EVT025582RQUK,trip_published,2025-06-09 16:00:00,TRP0986,2025-06-09 16:00:00,2025-06-30 17:00:00,Tozeur,Kebili,DRV0025,Ahmed Ferjani,,,6.6,3,0,,
EVT7FJ8B0UFOJ,trip_published,2025-06-09 16:35:00,TRP0404,2025-06-09 16:35:00,2025-06-20 17:35:00,Ben Arous,Beja,DRV0020,Youssef Saidi,,,22.2,2,0,,
EVTD1MAMTKEKH,reservation_created,2025-06-09 16:46:40,TRP2387,2025-06-09 11:20:00,2025-06-12 14:20:00,Kairouan,Gafsa,DRV0011,Bilel Jebali,PAS0241,Eya Mansouri,15.1,4,1,RSVGZ30VQ4JNM,active
EVT0UNCBZISFJ,reservation_created,2025-06-09 16:59:49,TRP2006,2025-06-08 12:15:00,2025-06-27 17:15:00,Gabes,Sousse,DRV0058,Ines Souissi,PAS0357,Skander Souissi,25.2,3,1,RSVQXSOOQNWUY,active
EVTZPVLBR043F,reservation_created,2025-06-09 18:08:00,TRP1074,2025-06-09 09:30:00,2025-06-28 17:30:00,Ariana,Tunis,DRV0058,Ines Souissi,PAS0241,Eya Mansouri,14.4,4,1,RSVQ19K906WVY,active
EVTG05PV6U9TO,reservation_created,2025-06-09 18:40:10,TRP2409,2025-06-08 17:45:00,2025-06-14 17:45:00,Zarzis,Ariana,DRV0056,Ilyes Khelifi,PAS0195,Skander Ben Youssef,34.8,3,1,RSVZU29CCS9IF,active
EVTDHKXO6ZSD2,reservation_created,2025-06-09 19:26:42,TRP2278,2025-05-31 21:50:00,2025-06-13 21:50:00,Manouba,Nabeul,DRV0045,Nour Mansouri,PAS0432,Skander Saidi,6.2,3,1,RSVS2G75XW610,active
EVTG0ZFDKNL48,reservation_created,2025-06-09 20:22:28,TRP0072,2025-06-03 08:45:00,2025-06-10 19:45:00,Beja,Hammamet,DRV0045,Nour Mansouri,PAS0131,Nour Chaabane,24.6,4,2,RSVWE511KPKWX,active
EVTDZ0FPFBD1J,reservation_created,2025-06-09 20:35:32,TRP1458,2025-05-31 04:05:00,2025-06-17 12:05:00,Ben Arous,Gabes,DRV0058,Ines Souissi,PAS0404,Ilyes Ferjani,29.7,3,1,RSVKZ06IJVEMT,active
EVTQMHHIOCWUE,reservation_created,2025-06-09 21:10:40,TRP0152,2025-06-04 14:35:00,2025-06-14 17:35:00,Kebili,Nabeul,DRV0025,Ahmed Ferjani,PAS0195,Skander Ben Youssef,27.0,4,1,RSV3ST1Q2SL0L,active
EVT1DZQIONB7Y,trip_published,2025-06-09 23:30:00,TRP1590,2025-06-09 23:30:00,2025-06-17 08:30:00,Gafsa,Monastir,DRV0042,Hedi Bouazizi,,,27.2,4,0,,
EVTRCI8YXTD8L,reservation_created,2025-06-09 23:32:36,TRP1120,2025-06-06 09:25:00,2025-06-25 19:25:00,Tozeur,Beja,DRV0042,Hedi Bouazizi,PAS0234,Asma Guezguez,19.0,4,1,RSV5V0G9Q1DIA,active
EVTE4T8DL8F5W,trip_published,2025-06-09 23:35:00,TRP0075,2025-06-09 23:35:00,2025-06-27 07:35:00,Manouba,Sousse,DRV0039,Sami Guezguez,,,5.0,3,0,,
EVT8TNAWVDZV1,reservation_cancelled,2025-06-10 00:59:17,TRP0017,2025-05-31 05:30:00,2025-06-13 14:30:00,Djerba,Sousse,DRV0030,Bilel Chaabane,PAS0356,Eya Ben Ali,20.3,3,-1,RSVMDV107M4SQ,cancelled
EVT6TP9QOPWSU,reservation_created,2025-06-10 01:08:10,TRP0034,2025-06-05 06:35:00,2025-06-13 07:35:00,Manouba,Gafsa,DRV0029,Hedi Karray,PAS0401,Ilyes Guezguez,26.0,2,1,RSVG0SGQ9WERX,active
EVT391S8131YK,reservation_created,2025-06-10 02:09:05,TRP0072,2025-06-03 08:45:00,2025-06-10 19:45:00,Beja,Hammamet,DRV0045,Nour Mansouri,PAS0325,Ines Kouki m,24.6,4,2,RSV9G9EI2LIMP,active
EVTRMVG8MX7I5,reservation_created,2025-06-10 02:28:20,TRP1601,2025-06-07 00:50:00,2025-06-10 03:50:00,Tunis,Beja,DRV0044,Wassim Mansouri,PAS0302,Eya Jebali,13.3,4,1,RSV4424PI3V77,active
EVTEHV1WNR1TR,trip_published,2025-06-10 04:00:00,TRP0464,2025-06-10 04:00:00,2025-06-26 13:00:00,Jendouba,Monastir,DRV0011,Bilel Jebali,,,18.1,3,0,,
